name,element,GW,bonus,clean_sheets,goals_conceded,minutes,own_goals,penalties_saved,saves,selected,value,transfers_balance,yellow_cards,total_points,mean_reversion
Kieffer Moore,62,21,0,0,1,90,0,0,0,133474.0,53.0,-2271,0,2,0.8833333333333331
Kieffer Moore,62,22,0,0,0,0,0,0,0,120558.0,52.0,-13091,0,0,0.7619047619047616
Kieffer Moore,62,23,0,0,0,0,0,0,0,113635.0,52.0,-7262,0,0,0.9848484848484852
Kieffer Moore,62,24,0,0,0,0,0,0,0,107895.0,51.0,-5993,0,0,1.5507246376811596
Kieffer Moore,62,25,0,0,0,0,0,0,0,103551.0,51.0,-3894,0,0,2.125
Kieffer Moore,62,26,0,0,0,0,0,0,0,100391.0,51.0,-3947,0,0,2.04
Kieffer Moore,62,27,0,0,0,0,0,0,0,95732.0,50.0,-4704,0,0,1.9615384615384608
Kieffer Moore,62,28,0,0,0,1,0,0,0,91743.0,50.0,-3691,0,1,1.9259259259259256
Kieffer Moore,62,29,0,0,0,0,0,0,0,91202.0,50.0,-1246,0,0,1.5238095238095242
Kieffer Moore,62,29,0,0,0,0,0,0,0,91202.0,50.0,-1246,0,0,1.4597701149425288
Kieffer Moore,62,30,0,0,0,0,0,0,0,88087.0,50.0,-3282,0,0,1.4
Kieffer Moore,62,31,0,0,0,0,0,0,0,86372.0,50.0,-1850,0,0,1.6774193548387095
Kieffer Moore,62,32,0,0,1,45,0,0,0,85221.0,49.0,-1280,1,0,1.625
Kieffer Moore,62,33,0,0,0,1,0,0,0,84639.0,49.0,-668,0,1,1.606060606060606
Kieffer Moore,62,34,0,0,0,20,0,0,0,87684.0,49.0,2101,0,1,1.2549019607843137
Kieffer Moore,62,35,0,0,0,0,0,0,0,83347.0,49.0,-3421,0,0,0.8761904761904763
